trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1250,False,"{'a': 0.2, 'e': 0.28632566791652947}",20,0,9.658127249069771,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
1251,False,"{'a': 0.2, 'e': 0.28603934224861294}",25,0,18.338324556579856,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1252,False,"{'a': 0.2, 'e': 0.2857533029063643}",20,0,33.990759370511334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1253,False,"{'a': 0.2, 'e': 0.28546754960345794}",25,15,-24.652782396026033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1254,False,"{'a': 0.2, 'e': 0.2851820820538545}",20,0,-31.030313591718716,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1255,False,"{'a': 0.2, 'e': 0.2848968999718006}",20,5,11.982765564676845,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.2, 'e': 0.2846120030718288}",20,15,1.8261547471783026,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.2, 'e': 0.284327391068757}",25,16,17.887481083127774,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.2, 'e': 0.2840430636776882}",25,11,-38.43153799461843,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1259,False,"{'a': 0.2, 'e': 0.28375902061401054}",20,0,12.897548290707483,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1260,False,"{'a': 0.2, 'e': 0.28347526159339653}",25,10,-3.9207494068503426,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1261,False,"{'a': 0.2, 'e': 0.28319178633180314}",20,11,-8.919882775659389,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.2, 'e': 0.28290859454547135}",25,9,17.805479438779432,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1263,False,"{'a': 0.2, 'e': 0.28262568595092585}",20,10,6.711640512698564,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1264,False,"{'a': 0.2, 'e': 0.2823430602649749}",20,9,-1.8497488695062678,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1265,False,"{'a': 0.2, 'e': 0.28206071720470993}",25,15,20.070175192747932,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.2, 'e': 0.2817786564875052}",25,17,0.1581585646403012,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1267,False,"{'a': 0.2, 'e': 0.28149687783101773}",20,0,-71.94570938215858,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1268,False,"{'a': 0.2, 'e': 0.2812153809531867}",35,21,21.19324119164024,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.2, 'e': 0.28093416557223355}",20,14,6.803957743025169,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.2, 'e': 0.2806532314066613}",25,0,28.1504650662189,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1271,False,"{'a': 0.2, 'e': 0.2803725781752547}",20,12,11.331363063599738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.2, 'e': 0.2800922055970794}",25,0,-0.6037087716467462,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
1273,False,"{'a': 0.2, 'e': 0.2798121133914823}",25,0,-70.05516257978496,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
1274,False,"{'a': 0.2, 'e': 0.2795323012780908}",25,0,22.6042250362347,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'a': 0.2, 'e': 0.2792527689768127}",20,0,-4.723666259098215,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1276,False,"{'a': 0.2, 'e': 0.2789735162078359}",30,12,-13.964172046279838,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1277,False,"{'a': 0.2, 'e': 0.2786945426916281}",30,15,3.7966927321299395,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1278,False,"{'a': 0.2, 'e': 0.27841584814893644}",25,0,-88.275950300839,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
1279,False,"{'a': 0.2, 'e': 0.2781374323007875}",20,0,-25.67178516471326,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1280,False,"{'a': 0.2, 'e': 0.27785929486848676}",25,15,-4.21658166375458,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1281,False,"{'a': 0.2, 'e': 0.27758143557361825}",20,14,12.158634281982552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.2, 'e': 0.27730385413804465}",30,15,13.16701041486892,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1283,False,"{'a': 0.2, 'e': 0.2770265502839066}",20,10,20.712638008117654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.2, 'e': 0.2767495237336227}",30,15,-68.82557130547255,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
1285,False,"{'a': 0.2, 'e': 0.2764727742098891}",25,13,17.0115243657981,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.2, 'e': 0.2761963014356792}",35,8,-49.35677273955916,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 0}",1
1287,False,"{'a': 0.2, 'e': 0.27592010513424353}",20,11,-17.22484475460712,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1288,False,"{'a': 0.2, 'e': 0.2756441850291093}",30,21,6.621246359859149,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1289,False,"{'a': 0.2, 'e': 0.2753685408440802}",35,19,31.73554319483499,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.2, 'e': 0.2750931723032361}",35,16,10.197887085667006,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1291,False,"{'a': 0.2, 'e': 0.27481807913093287}",25,0,-47.60293987093968,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
1292,False,"{'a': 0.2, 'e': 0.27454326105180193}",25,0,-2.330913675975874,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1293,False,"{'a': 0.2, 'e': 0.2742687177907501}",20,12,3.6868984414879975,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1294,False,"{'a': 0.2, 'e': 0.2739944490729594}",20,9,-1.4052142744808203,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1295,False,"{'a': 0.2, 'e': 0.27372045462388644}",25,8,-34.792300515625016,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1296,False,"{'a': 0.2, 'e': 0.2734467341692626}",25,7,8.528968552760292,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1297,False,"{'a': 0.2, 'e': 0.27317328743509334}",20,11,8.043717394758895,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.2, 'e': 0.27290011414765825}",25,5,4.509354642003895,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1299,False,"{'a': 0.2, 'e': 0.2726272140335106}",25,12,-5.728875924964939,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1300,False,"{'a': 0.2, 'e': 0.27235458681947705}",20,10,22.448666575591343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.2, 'e': 0.2720822322326576}",30,16,-36.86958896875906,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1302,False,"{'a': 0.2, 'e': 0.2718101500004249}",35,12,37.92400054716367,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.2, 'e': 0.27153833985042447}",25,18,6.0412755855817935,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.2, 'e': 0.27126680151057403}",20,10,-2.9609708782222173,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1305,False,"{'a': 0.2, 'e': 0.27099553470906346}",25,0,-35.30939331583719,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1306,False,"{'a': 0.2, 'e': 0.2707245391743544}",30,19,1.9180846238850628,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1307,False,"{'a': 0.2, 'e': 0.27045381463518003}",20,16,6.474726232063464,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.2, 'e': 0.27018336082054484}",35,12,-17.509509962684454,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
1309,False,"{'a': 0.2, 'e': 0.2699131774597243}",20,7,-50.0453742945911,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
1310,False,"{'a': 0.2, 'e': 0.2696432642822646}",25,16,17.493181354950906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.2, 'e': 0.26937362101798235}",30,10,-54.944156861253944,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
1312,False,"{'a': 0.2, 'e': 0.26910424739696437}",20,0,-24.59939723899984,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1313,False,"{'a': 0.2, 'e': 0.2688351431495674}",25,12,1.3317668917594903,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1314,False,"{'a': 0.2, 'e': 0.26856630800641784}",20,14,12.06794017429854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.2, 'e': 0.2682977416984114}",25,9,24.29649289648412,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.2, 'e': 0.268029443956713}",35,26,17.965366179354234,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.2, 'e': 0.2677614145127563}",25,18,13.674562120898049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.2, 'e': 0.2674936530982436}",30,16,16.76797655199705,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1319,False,"{'a': 0.2, 'e': 0.26722615944514533}",20,11,5.766826555777035,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.2, 'e': 0.2669589332857002}",25,14,14.626598058074778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.2, 'e': 0.2666919743524145}",20,2,-40.34652851019304,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
1322,False,"{'a': 0.2, 'e': 0.26642528237806207}",30,17,-1.0169227846326119,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1323,False,"{'a': 0.2, 'e': 0.266158857095684}",30,12,-1.9210971642546646,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1324,False,"{'a': 0.2, 'e': 0.2658926982385883}",25,7,-64.59203036716892,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
1325,False,"{'a': 0.2, 'e': 0.26562680554034973}",25,7,3.507998062491822,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1326,False,"{'a': 0.2, 'e': 0.26536117873480936}",20,0,1.1751538030892927,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1327,False,"{'a': 0.2, 'e': 0.26509581755607453}",20,0,4.069065973813236,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1328,False,"{'a': 0.2, 'e': 0.26483072173851846}",25,14,-23.30224421402228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1329,False,"{'a': 0.2, 'e': 0.26456589101677996}",30,15,-4.926902325975915,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1330,False,"{'a': 0.2, 'e': 0.2643013251257632}",20,0,23.188445842042494,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1331,False,"{'a': 0.2, 'e': 0.2640370238006374}",20,12,4.183867884156928,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1332,False,"{'a': 0.2, 'e': 0.2637729867768368}",20,13,14.534477563678793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.2, 'e': 0.26350921379006}",25,17,7.73606495552556,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.2, 'e': 0.26324570457626995}",30,16,8.157041834352837,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1335,False,"{'a': 0.2, 'e': 0.2629824588716937}",20,3,29.38123718326441,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.2, 'e': 0.262719476412822}",25,20,7.871323593875009,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.2, 'e': 0.2624567569364092}",25,3,25.71300056367319,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.2, 'e': 0.26219430017947276}",20,13,16.551859343360793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.2, 'e': 0.2619321058792933}",30,14,-5.754710360264998,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1340,False,"{'a': 0.2, 'e': 0.261670173773414}",20,5,-28.127879974196354,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1341,False,"{'a': 0.2, 'e': 0.2614085035996406}",30,6,-15.872655049210513,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
1342,False,"{'a': 0.2, 'e': 0.26114709509604095}",20,16,6.247409851394867,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.2, 'e': 0.2608859480009449}",35,17,36.35497988187942,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.2, 'e': 0.26062506205294395}",25,0,13.50103835610834,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1345,False,"{'a': 0.2, 'e': 0.260364436990891}",20,13,2.979844430620382,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1346,False,"{'a': 0.2, 'e': 0.2601040725539001}",25,15,17.78154530098476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.2, 'e': 0.2598439684813462}",25,10,-13.451726848800924,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
1348,False,"{'a': 0.2, 'e': 0.2595841245128649}",25,5,-0.9406448171284358,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1349,False,"{'a': 0.2, 'e': 0.259324540388352}",20,0,18.330318143308954,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1350,False,"{'a': 0.2, 'e': 0.25906521584796366}",25,4,-8.024453859525957,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 0}",1
1351,False,"{'a': 0.2, 'e': 0.2588061506321157}",25,15,7.53282108721182,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1352,False,"{'a': 0.2, 'e': 0.2585473444814836}",20,14,10.820814544457793,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.2, 'e': 0.2582887971370021}",25,9,13.874617419823188,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1354,False,"{'a': 0.2, 'e': 0.2580305083398651}",35,24,-1.8142793271375415,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1355,False,"{'a': 0.2, 'e': 0.2577724778315252}",20,0,8.958719507466917,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1356,False,"{'a': 0.2, 'e': 0.25751470535369364}",35,16,-50.44018522980296,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
1357,False,"{'a': 0.2, 'e': 0.25725719064833996}",20,11,3.4608433444628073,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1358,False,"{'a': 0.2, 'e': 0.2569999334576916}",30,10,-7.026756421359391,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
1359,False,"{'a': 0.2, 'e': 0.25674293352423394}",20,13,13.115660945234392,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.2, 'e': 0.2564861905907097}",25,12,-38.55203463927522,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
1361,False,"{'a': 0.2, 'e': 0.256229704400119}",30,6,18.507351492371512,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
1362,False,"{'a': 0.2, 'e': 0.25597347469571885}",20,10,-4.7866661024230215,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1363,False,"{'a': 0.2, 'e': 0.25571750122102316}",30,0,-7.0824904320775,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
1364,False,"{'a': 0.2, 'e': 0.25546178371980216}",20,5,27.981985264469984,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.2, 'e': 0.25520632193608234}",20,10,-3.424205034674409,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
1366,False,"{'a': 0.2, 'e': 0.25495111561414624}",25,4,-34.86947298177968,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
1367,False,"{'a': 0.2, 'e': 0.2546961644985321}",20,6,-23.128250771449174,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1368,False,"{'a': 0.2, 'e': 0.2544414683340336}",30,16,-15.419475877078261,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1369,False,"{'a': 0.2, 'e': 0.25418702686569955}",20,0,17.527526661499085,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1370,False,"{'a': 0.2, 'e': 0.25393283983883386}",20,14,-8.201160154866187,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1371,False,"{'a': 0.2, 'e': 0.25367890699899504}",20,13,-0.17160850804045258,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1372,False,"{'a': 0.2, 'e': 0.253425228091996}",25,5,13.994609595441261,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1373,False,"{'a': 0.2, 'e': 0.253171802863904}",20,8,-26.223398631510854,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1374,False,"{'a': 0.2, 'e': 0.2529186310610401}",20,0,14.933271602731304,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1375,False,"{'a': 0.2, 'e': 0.2526657124299791}",25,18,11.931269507108311,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.2, 'e': 0.2524130467175491}",25,12,-25.318363460251728,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
1377,False,"{'a': 0.2, 'e': 0.2521606336708316}",25,4,28.000293113404116,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.2, 'e': 0.25190847303716074}",25,19,11.217455643058258,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.2, 'e': 0.25165656456412355}",20,2,20.599025510996345,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.2, 'e': 0.25140490799955945}",25,0,-110.91358939968936,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
1381,False,"{'a': 0.2, 'e': 0.25115350309155987}",20,8,12.134566338335363,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.2, 'e': 0.2509023495884683}",20,15,-1.7901639635245554,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1383,False,"{'a': 0.2, 'e': 0.25065144723887983}",25,12,24.027827240484964,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.2, 'e': 0.25040079579164093}",20,3,0.13147387769313656,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1385,False,"{'a': 0.2, 'e': 0.2501503949958493}",20,0,-68.85391613786867,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
1386,False,"{'a': 0.2, 'e': 0.24990024460085344}",25,8,14.297796923251111,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1387,False,"{'a': 0.2, 'e': 0.24965034435625258}",30,15,4.646830363404152,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1388,False,"{'a': 0.2, 'e': 0.24940069401189632}",25,7,26.569702314985467,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.2, 'e': 0.24915129331788444}",20,0,-30.40821476836488,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1390,False,"{'a': 0.2, 'e': 0.24890214202456656}",20,0,-85.93518075259875,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
1391,False,"{'a': 0.2, 'e': 0.248653239882542}",30,19,22.988562213909283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.2, 'e': 0.24840458664265946}",20,14,2.1079078671013987,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.2, 'e': 0.2481561820560168}",25,5,-84.30946534048344,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
1394,False,"{'a': 0.2, 'e': 0.2479080258739608}",30,23,-0.7982775335603987,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1395,False,"{'a': 0.2, 'e': 0.24766011784808684}",25,10,23.71969826830134,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.2, 'e': 0.24741245773023876}",20,13,13.437005363049884,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.2, 'e': 0.24716504527250852}",30,7,-35.25611592271205,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 1}",1
1398,False,"{'a': 0.2, 'e': 0.24691788022723601}",25,11,15.468064258394833,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1399,False,"{'a': 0.2, 'e': 0.24667096234700878}",35,14,26.894362412460247,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1400,False,"{'a': 0.2, 'e': 0.24642429138466176}",20,12,3.5721269135687175,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1401,False,"{'a': 0.2, 'e': 0.2461778670932771}",20,0,-31.90402444810686,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1402,False,"{'a': 0.2, 'e': 0.24593168922618383}",25,18,14.702475785918084,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.2, 'e': 0.24568575753695765}",20,0,32.66933535422486,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1404,False,"{'a': 0.2, 'e': 0.2454400717794207}",20,12,-0.9916040900769487,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1405,False,"{'a': 0.2, 'e': 0.24519463170764128}",20,1,-35.857553615033304,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
1406,False,"{'a': 0.2, 'e': 0.24494943707593364}",20,3,20.332313014198544,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1407,False,"{'a': 0.2, 'e': 0.24470448763885772}",25,7,28.738695868334606,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.2, 'e': 0.24445978315121886}",25,1,-7.480154192623864,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
1409,False,"{'a': 0.2, 'e': 0.24421532336806764}",20,14,11.61962961331202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.2, 'e': 0.24397110804469957}",20,0,-44.12235549752557,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1411,False,"{'a': 0.2, 'e': 0.24372713693665488}",30,0,-7.089464435147388,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
1412,False,"{'a': 0.2, 'e': 0.24348340979971822}",20,4,24.83684598804628,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.2, 'e': 0.2432399263899185}",25,7,20.676331482942125,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.2, 'e': 0.2429966864635286}",25,2,-50.897301662727166,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 2}",1
1415,False,"{'a': 0.2, 'e': 0.24275368977706507}",25,14,19.61921379185783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.2, 'e': 0.24251093608728802}",20,5,4.187745071458561,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1417,False,"{'a': 0.2, 'e': 0.24226842515120073}",30,9,21.331429681150922,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1418,False,"{'a': 0.2, 'e': 0.24202615672604952}",35,12,-15.892774049727885,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
1419,False,"{'a': 0.2, 'e': 0.24178413056932346}",25,16,3.7017648468214435,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1420,False,"{'a': 0.2, 'e': 0.24154234643875414}",20,0,10.153326547432274,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1421,False,"{'a': 0.2, 'e': 0.24130080409231539}",20,10,4.8323098187172215,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1422,False,"{'a': 0.2, 'e': 0.24105950328822306}",25,17,14.359551870484223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.2, 'e': 0.24081844378493483}",25,20,11.294308861831029,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.2, 'e': 0.2405776253411499}",25,8,-8.929977136234752,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1425,False,"{'a': 0.2, 'e': 0.24033704771580874}",20,11,-28.482776628396454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1426,False,"{'a': 0.2, 'e': 0.24009671066809293}",25,0,10.589831209450125,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1427,False,"{'a': 0.2, 'e': 0.23985661395742483}",20,10,-35.299709802401765,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1428,False,"{'a': 0.2, 'e': 0.2396167573434674}",20,0,-24.592354274168635,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1429,False,"{'a': 0.2, 'e': 0.23937714058612394}",25,16,12.438943016634857,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.2, 'e': 0.23913776344553783}",30,15,28.32242268469196,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.2, 'e': 0.2388986256820923}",30,0,-125.25782532804391,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 3}",1
